crag,name,grade,ascents
horse-pens-40,Short Long JP 's variation,6B,1
horse-pens-40,The Sphincter,6B+,1
horse-pens-40,SB Arete 1,4A,1
horse-pens-40,Fuzzy Mule (party trick),7B,1
horse-pens-40,Braditation,7C,1
horse-pens-40,Clearence,7B+,1
horse-pens-40,Hammerhead (sit-start),7A+,1
horse-pens-40,Mantal Problem,5A,1
horse-pens-40,Honeycomb,6A,1
horse-pens-40,Citadel Problem,6C+,1
horse-pens-40,Slush Puppy,6C,1
horse-pens-40,Brawn,6B,1
horse-pens-40,Momma's Boy,6B,1
horse-pens-40,Plinko,6C,1
horse-pens-40,Plinko,5C,1
horse-pens-40,Cuts Like A..(tr),7A+,1
horse-pens-40,Payne Problem,6B,1
horse-pens-40,MC2 problem,7B+,1
horse-pens-40,Arrowred,6B,1
horse-pens-40,Honeycomb,6C,1
horse-pens-40,Tin Pens Warmup,5B,1
horse-pens-40,Catch Me!,7A+,1
horse-pens-40,Cullman 1,4A,1
horse-pens-40,Groove 1,5A,1
horse-pens-40,N.N. (near Sammy's Roof),5A,1
horse-pens-40,Wasp Arete,5C,1
horse-pens-40,MarX,6B,1
horse-pens-40,leid dawn,6B+,1
horse-pens-40,Mainland,6B,1
horse-pens-40,Butterfly,5C,1
horse-pens-40,Sordid Variation,4A,1
horse-pens-40,Pegmodo,7C,1
horse-pens-40,Sandbox right right,5C,1
horse-pens-40,Out of the box low,7B+,1
horse-pens-40,Distractions,7B+,1
horse-pens-40,Borrowed and Blue,6C,1
horse-pens-40,Jugs,5A,1
horse-pens-40,No-Name V0,5A,1
horse-pens-40,Shadow Fold,5A,1
horse-pens-40,Middle turtle,5A,1
horse-pens-40,Sammy's Roof,6C,1
horse-pens-40,Genesis (Double Dyno),6C,1
horse-pens-40,Pucker Up,5C,1
horse-pens-40,HP Prob,7A,1
horse-pens-40,Casa Cabana,6A,1
horse-pens-40,Whiplash Right,5C,1
horse-pens-40,Lung-a-Matic,6C,1
horse-pens-40,Groove 1,5B,1
horse-pens-40,Culmon,6A,1
horse-pens-40,Indian Roof,5B,1
horse-pens-40,Meat Slapper,6B,1
horse-pens-40,N.N. (Left of Cross Me),5A,1
horse-pens-40,Brokeback Mantle,7B+,1
horse-pens-40,Road to nowhere,6B,1
horse-pens-40,leas problem,6B,1
horse-pens-40,Cave Route,6A+,1
horse-pens-40,Just massage the flake,6B,1
horse-pens-40,getcha+slab+lou,6C,1
horse-pens-40,Cul Mon,5C,1
horse-pens-40,Variation,5C,1
horse-pens-40,Easy,3A,1
horse-pens-40,Two Scoop,7A,1
horse-pens-40,dreampipe,7A,1
horse-pens-40,Red house,7B,1
horse-pens-40,Stingray Low,8A,1
horse-pens-40,Bosu,5B,1
horse-pens-40,The Crown (Stand),5C,1
horse-pens-40,HP Crack,5B,1
horse-pens-40,slowhandman,6B,1
horse-pens-40,Low Dog,7C+,1
horse-pens-40,j.j.,7A+,1
horse-pens-40,inspired by tradition,7A+,1
horse-pens-40,jj from slopers,6A,1
horse-pens-40,Plinko Boulder,6A,1
horse-pens-40,Tortilla Mantle,6B,1
horse-pens-40,Easy Touch,6C,1
horse-pens-40,Mad Max,7C+,1
horse-pens-40,Right arrow,6B,1
horse-pens-40,jedi mind tricks,7B,1
horse-pens-40,Christifix,6C,1
horse-pens-40,N.N. (Left of the tree),5C,1
horse-pens-40,Landslide Low,7C,1
horse-pens-40,Mulletino Roof,7A+,1
horse-pens-40,Cake,5C,1
horse-pens-40,Some V2,5C,1
horse-pens-40,Gettin Juggy With It,7A,1
horse-pens-40,N.N. (Warmup),5C,1
horse-pens-40,Mellodrum,7B,1
horse-pens-40,Beach Low right start,7A+,1
horse-pens-40,N.N. (V3),6A,1
horse-pens-40,behind crystal tips,5B,1
horse-pens-40,Cull Moon,6A,1
horse-pens-40,Mr. Sir Sit,7C,1
horse-pens-40,N.N. (Left of Tree),5C,1
horse-pens-40,N.N. (Left of Tree),6A,1
horse-pens-40,lowser,7B,1
horse-pens-40,Boomslang Sit,7A,1
horse-pens-40,Getcha Some Mo',7B,1
horse-pens-40,Mad Max Stand,7A+,1
horse-pens-40,JB 2,4A,1
horse-pens-40,Cadillac Right,7C+,1
horse-pens-40,Gypsy Machine,7A+,1
horse-pens-40,Get Jiggy,7A,1
horse-pens-40,Mystery Label,6B,1
horse-pens-40,old man with the slow hand,6B+,1
horse-pens-40,N.N. (Left of Classless),5C,1
horse-pens-40,Sometimes,6A,1
horse-pens-40,Picante,6A,1
horse-pens-40,Mariachi,6C,1
horse-pens-40,Chili Dog,6B,1
horse-pens-40,Right of Tree,5C,1
horse-pens-40,Arete by Moon Buttre,7A,1
horse-pens-40,chevrolet,7B+,1
horse-pens-40,PL 90' Roof,7A+,1
horse-pens-40,Wet N Wild,6A+,1
horse-pens-40,1111,7A,1
horse-pens-40,The Book,7A+,1
horse-pens-40,Gensis,6B+,1
horse-pens-40,Flexor,7A,1
horse-pens-40,Coop's Problem,7B,1
horse-pens-40,Master of Disguise,7A,1
horse-pens-40,uh-huh,7A+,1
horse-pens-40,N.N. (Lew's Cave),7B,1
horse-pens-40,Dwarf Dyno,7A,1
horse-pens-40,N.N.,6C+,1
horse-pens-40,The Funk,6C+,1
horse-pens-40,N.N.,7A,1
horse-pens-40,Genissis,6C,1
horse-pens-40,N.N. (pede),6C+,1
horse-pens-40,N.N. (22 Area 2),6C,1
horse-pens-40,Just massage oil,6B,1
horse-pens-40,Waffle Iron,7A,1
horse-pens-40,Traverse to Sideline,7B,1
horse-pens-40,The Treatment,7A,1
horse-pens-40,SDS to Slice,7C,1
horse-pens-40,Pantyliner?,6A,1
horse-pens-40,Tommy Sucks,6A+,1
horse-pens-40,Mars Attacks,6C+,1
horse-pens-40,Cutter,7B,1
horse-pens-40,the crowd,6A,1
horse-pens-40,N.N. (Left of the Plow),7A+,1
horse-pens-40,N.N. 20,7A,1
horse-pens-40,Tusk,7A+,1
horse-pens-40,Ghetto Star (stand),7B,1
horse-pens-40,Perm. Scream Right,7A+,1
horse-pens-40,Boy Scout,7A+,1
horse-pens-40,N.N. (19 Area 2),6B+,1
horse-pens-40,Cue Ball,6C,1
horse-pens-40,String ray,7C+,1
horse-pens-40,N.N. (L.R. Problem),7B,1
horse-pens-40,Lady Slipper Travers,6C,1
horse-pens-40,slider traverse,7C+,1
horse-pens-40,Wa Wa Wa,6A,1
horse-pens-40,sds ghetto superstar,7C+,1
horse-pens-40,Stepchild (sit-start),7B+,1
horse-pens-40,Dislexic,6C,1
horse-pens-40,EB3,6A,1
horse-pens-40,WSE 2,3A,1
horse-pens-40,WSE 3,3A,1
horse-pens-40,Dawn,6C,1
horse-pens-40,N.N.,6C,1
horse-pens-40,Indian Roof Right,5C,1
horse-pens-40,Pit Arete,6C+,1
horse-pens-40,JB1,5A,1
horse-pens-40,JB2,4A,1
horse-pens-40,Hight Life,7A,1
horse-pens-40,Popeeye,7A,1
horse-pens-40,Whipplash,7A,1
horse-pens-40,The lowdown,6B+,1
horse-pens-40,Orca,6A+,1
horse-pens-40,Skeletor Low,8A,1
horse-pens-40,Killough Crack,5A,1
horse-pens-40,Epiphany,7A,1
horse-pens-40,Between the Re's,5A,1
horse-pens-40,Merlins Dome Piece,6A,1
horse-pens-40,Retard skin,5C,1
horse-pens-40,Merlins Beard,5B,1
horse-pens-40,Merlins Apron,6A,1
horse-pens-40,Rigabamboo,7B+,0
horse-pens-40,Ticket Home,4A,0
horse-pens-40,Dreadlift,6C,0
horse-pens-40,The High Life,7A,0
horse-pens-40,Waiting Line,5B,0
horse-pens-40,The High Life,7A,0
